saved_filename,frame_index,timestamp,x1,y1,x2,y2,source_video
plate_20251017_102434_228.jpg,334,20251017_102434,429,1780,579,2126,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_229.jpg,334,20251017_102434,369,1114,567,1259,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_230.jpg,334,20251017_102434,1359,1027,1531,1187,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_231.jpg,337,20251017_102434,1012,1427,1099,1638,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_232.jpg,340,20251017_102434,846,1671,985,1963,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_233.jpg,343,20251017_102434,2380,1144,2774,1380,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_234.jpg,343,20251017_102434,1947,1220,2269,1674,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_235.jpg,346,20251017_102434,3252,1104,3350,1315,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_236.jpg,349,20251017_102434,348,1846,522,2103,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_237.jpg,349,20251017_102434,1363,1005,1539,1161,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_238.jpg,349,20251017_102434,9,1183,448,1362,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_239.jpg,349,20251017_102434,0,1850,326,2099,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_240.jpg,352,20251017_102434,1046,1358,1131,1545,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_241.jpg,352,20251017_102434,2099,921,2168,1066,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_242.jpg,355,20251017_102434,926,1588,1014,1781,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_243.jpg,355,20251017_102434,2591,1189,3024,1426,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_244.jpg,358,20251017_102434,1978,1291,2343,1791,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_245.jpg,358,20251017_102434,360,1111,572,1266,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102434_246.jpg,358,20251017_102434,2076,1060,2159,1210,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_247.jpg,361,20251017_102435,2524,1040,2659,1153,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_248.jpg,364,20251017_102435,1386,986,1543,1124,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_249.jpg,364,20251017_102435,313,1867,497,2095,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_250.jpg,364,20251017_102435,1882,905,1965,1055,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_251.jpg,367,20251017_102435,1075,1275,1162,1471,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_252.jpg,367,20251017_102435,2161,977,2219,1105,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_253.jpg,367,20251017_102435,0,1148,456,1346,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_254.jpg,367,20251017_102435,2844,1247,3392,1527,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_255.jpg,367,20251017_102435,0,1835,323,2073,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_256.jpg,370,20251017_102435,965,1473,1080,1707,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_257.jpg,370,20251017_102435,3155,1083,3226,1260,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_258.jpg,373,20251017_102435,2017,1364,2428,1954,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_259.jpg,373,20251017_102435,2100,1089,2181,1247,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_260.jpg,373,20251017_102435,360,1095,573,1245,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_261.jpg,379,20251017_102435,1394,970,1546,1096,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_262.jpg,379,20251017_102435,3163,1327,3832,1654,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_263.jpg,379,20251017_102435,234,1880,425,2095,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_264.jpg,379,20251017_102435,3247,1150,3353,1363,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_265.jpg,382,20251017_102435,1109,1226,1196,1410,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_266.jpg,382,20251017_102435,2211,1030,2273,1156,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_267.jpg,382,20251017_102435,8,1156,452,1348,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_268.jpg,385,20251017_102435,756,1994,1284,2122,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_269.jpg,385,20251017_102435,1011,1418,1120,1647,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_270.jpg,385,20251017_102435,1198,1166,1615,1676,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_271.jpg,385,20251017_102435,2090,932,2165,1026,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_272.jpg,388,20251017_102435,2063,1480,2539,2139,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_273.jpg,388,20251017_102435,354,1114,568,1260,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_274.jpg,388,20251017_102435,2119,1161,2210,1337,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_275.jpg,391,20251017_102435,612,1958,777,2117,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_276.jpg,394,20251017_102435,1405,978,1552,1105,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_277.jpg,394,20251017_102435,210,1928,391,2117,C:\carnumberplate-main\video_20250910_105621.mp4
plate_20251017_102435_278.jpg,394,20251017_102435,3262,1172,3353,1379,C:\carnumberplate-main\video_20250910_105621.mp4
